Gene	GeneSymbol	Chr	start	end	band	cytoband	isCentromer	Position	new_positions
FABP7P2	FABP7P2	2	95368507	95368885	q11.1	2q	no	95368696	22
FAHD2A	FAHD2A	2	95402708	95416616	q11.1	2q	no	95409662	23
UBTFL5	UBTFL5	2	95450310	95451500	q11.1	2q	no	95450905	24
TRIM43B	TRIM43B	2	95477164	95484731	q11.1	2q	no	95480947.5	25
TRIM64FP	TRIM64FP	2	95514827	95520107	q11.1	2q	no	95517467	26
OR7E102P	OR7E102P	2	95546531	95547545	q11.1	2q	no	95547038	27
TRIM51JP	TRIM51JP	2	95574901	95580769	q11.1	2q	no	95577835	28
TRIM43	TRIM43	2	95592001	95599778	q11.1	2q	no	95595889.5	29
UBTFL3	UBTFL3	2	95625213	95626236	q11.1	2q	no	95625724.5	30
GPAT2P1	GPAT2P1	2	95789654	95800166	q11.1	2q	no	95794910	31
LINC00342	LINC00342	2	95807052	95835003	q11.1	2q	no	95821027.5	32
ANKRD36C	ANKRD36C	2	95836919	95991831	q11.1	2q	no	95914375	33
RN7SL210P	RN7SL210P	2	96004563	96004850	q11.2	2q	no	96004706.5	34
FAHD2CP	FAHD2CP	2	96010526	96023398	q11.2	2q	no	96016962	35
GPAT2	GPAT2	2	96021946	96039451	q11.2	2q	no	96030698.5	36
ADRA2B	ADRA2B	2	96112876	96116571	q11.2	2q	no	96114723.5	37
ASTL	ASTL	2	96122818	96138502	q11.2	2q	no	96130660	38
DUSP2	DUSP2	2	96143169	96145440	q11.2	2q	no	96144304.5	39
STARD7	STARD7	2	96184859	96208827	q11.2	2q	no	96196843	40
STARD7-AS1	STARD7-AS1	2	96208389	96243353	q11.2	2q	no	96225871	41
TMEM127	TMEM127	2	96248514	96265997	q11.2	2q	no	96257255.5	42
CIAO1	CIAO1	2	96266159	96274173	q11.2	2q	no	96270166	43
SNRNP200	SNRNP200	2	96274338	96321271	q11.2	2q	no	96297804.5	44
ITPRIPL1	ITPRIPL1	2	96325317	96330517	q11.2	2q	no	96327917	45
NCAPH	NCAPH	2	96335766	96377091	q11.2	2q	no	96356428.5	46
NEURL3	NEURL3	2	96497646	96508109	q11.2	2q	no	96502877.5	47
ARID5A	ARID5A	2	96536743	96552634	q11.2	2q	no	96544688.5	48
KANSL3	KANSL3	2	96593170	96642787	q11.2	2q	no	96617978.5	49
FER1L5	FER1L5	2	96642737	96704887	q11.2	2q	no	96673812	50
LMAN2L	LMAN2L	2	96705929	96740064	q11.2	2q	no	96722996.5	51
CNNM4	CNNM4	2	96760902	96811874	q11.2	2q	no	96786388	52
MIR3127	MIR3127	2	96798278	96798353	q11.2	2q	no	96798315.5	53
CNNM3-DT	CNNM3-DT	2	96812239	96813657	q11.2	2q	no	96812948	54
CNNM3	CNNM3	2	96816245	96835382	q11.2	2q	no	96825813.5	55
ANKRD23	ANKRD23	2	96824526	96857934	q11.2	2q	no	96841230	56
ANKRD39	ANKRD39	2	96836611	96858016	q11.2	2q	no	96847313.5	57
SEMA4C	SEMA4C	2	96859718	96870757	q11.2	2q	no	96865237.5	58
FAM178B	FAM178B	2	96875882	96986580	q11.2	2q	no	96931231	59
RNA5SP101	RNA5SP101	2	96956708	96956815	q11.2	2q	no	96956761.5	60
TRIM43CP	TRIM43CP	2	97025981	97031636	q11.2	2q	no	97028808.5	61
IGKV2OR2-1	IGKV2OR2-1	2	97046588	97046891	q11.2	2q	no	97046739.5	62
IGKV2OR2-2	IGKV2OR2-2	2	97050729	97051028	q11.2	2q	no	97050878.5	63
IGKV1OR2-3	IGKV1OR2-3	2	97060128	97060415	q11.2	2q	no	97060271.5	64
GPAT2P2	GPAT2P2	2	97081098	97083249	q11.2	2q	no	97082173.5	65
FAHD2B	FAHD2B	2	97083583	97094882	q11.2	2q	no	97089232.5	66
RN7SL313P	RN7SL313P	2	97100587	97100874	q11.2	2q	no	97100730.5	67
ANKRD36	ANKRD36	2	97113153	97264521	q11.2	2q	no	97188837	68
IGKV1OR2-9	IGKV1OR2-9	2	97322137	97322423	q11.2	2q	no	97322280	69
IGKV2OR2-10	IGKV2OR2-10	2	97331533	97331843	q11.2	2q	no	97331688	70
IGKV2OR2-7D	IGKV2OR2-7D	2	97335671	97335974	q11.2	2q	no	97335822.5	71
IGKV3OR2-5	IGKV3OR2-5	2	97348899	97349179	q11.2	2q	no	97349039	72
IGKV1OR2-6	IGKV1OR2-6	2	97355059	97355335	q11.2	2q	no	97355197	73
IGKV2OR2-8	IGKV2OR2-8	2	97376674	97376973	q11.2	2q	no	97376823.5	74
ANKRD36B	ANKRD36B	2	97492663	97589877	q11.2	2q	no	97541270	75
UBTFL6	UBTFL6	2	97636780	97637803	q11.2	2q	no	97637291.5	76
COX5B	COX5B	2	97646062	97648383	q11.2	2q	no	97647222.5	77
ACTR1B	ACTR1B	2	97655939	97664044	q11.2	2q	no	97659991.5	78
C2orf92	C2orf92	2	97664217	97703066	q11.2	2q	no	97683641.5	79
RNU4-8P	RNU4-8P	2	97664591	97664731	q11.2	2q	no	97664661	80
ZAP70	ZAP70	2	97713576	97739862	q11.2	2q	no	97726719	81
TMEM131	TMEM131	2	97756333	97995948	q11.2	2q	no	97876140.5	82
HMGN1P36	HMGN1P36	2	97827248	97827545	q11.2	2q	no	97827396.5	83
RNU7-96P	RNU7-96P	2	97913054	97913117	q11.2	2q	no	97913085.5	84
VWA3B	VWA3B	2	98087116	98313299	q11.2	2q	no	98200207.5	85
ATP5F1BP1	ATP5F1BP1	2	98206151	98207724	q11.2	2q	no	98206937.5	86
CNGA3	CNGA3	2	98346188	98398601	q11.2	2q	no	98372394.5	87
INPP4A	INPP4A	2	98444854	98594392	q11.2	2q	no	98519623	88
COA5	COA5	2	98599314	98608515	q11.2	2q	no	98603914.5	89
UNC50	UNC50	2	98608579	98618515	q11.2	2q	no	98613547	90
MGAT4A	MGAT4A	2	98619106	98731132	q11.2	2q	no	98675119	91
YWHAQP5	YWHAQP5	2	98694109	98695490	q11.2	2q	no	98694799.5	92
LINC02611	LINC02611	2	98761098	98775361	q11.2	2q	no	98768229.5	93
RNU4-84P	RNU4-84P	2	98782410	98782548	q11.2	2q	no	98782479	94
CRACDL	CRACDL	2	98793846	98936259	q11.2	2q	no	98865052.5	95
RNU7-46P	RNU7-46P	2	98840675	98840736	q11.2	2q	no	98840705.5	96
TSGA10	TSGA10	2	98997261	99154964	q11.2	2q	no	99076112.5	97
SMC3P1	SMC3P1	2	99102018	99102752	q11.2	2q	no	99102385	98
C2orf15	C2orf15	2	99141707	99151669	q11.2	2q	no	99146688	99
LIPT1	LIPT1	2	99154955	99163157	q11.2	2q	no	99159056	100
MITD1	MITD1	2	99161427	99181058	q11.2	2q	no	99171242.5	101
MRPL30	MRPL30	2	99181152	99199561	q11.2	2q	no	99190356.5	102
LYG2	LYG2	2	99242246	99255666	q11.2	2q	no	99248956	103
LYG1	LYG1	2	99284238	99304742	q11.2	2q	no	99294490	104
TXNDC9	TXNDC9	2	99318982	99340702	q11.2	2q	no	99329842	105
EIF5B	EIF5B	2	99337371	99401326	q11.2	2q	no	99369348.5	106
REV1	REV1	2	99400475	99490035	q11.2	2q	no	99445255	107
AFF3	AFF3	2	99545419	100192428	q11.2	2q	no	99868923.5	108
LINC01104	LINC01104	2	100208254	100251484	q11.2	2q	no	100229869	109
LONRF2	LONRF2	2	100271875	100322501	q11.2	2q	no	100297188	110
CYCSP7	CYCSP7	2	100370255	100370545	q11.2	2q	no	100370400	111
CHST10	CHST10	2	100391860	100417668	q11.2	2q	no	100404764	112
RALBP1P2	RALBP1P2	2	100425348	100426107	q11.2	2q	no	100425727.5	113
NMS	NMS	2	100470482	100483280	q11.2	2q	no	100476881	114
ARPP19P2	ARPP19P2	2	100509277	100509612	q11.2	2q	no	100509444.5	115
PDCL3	PDCL3	2	100562993	100576739	q11.2	2q	no	100569866	116
HMGN2P22	HMGN2P22	2	100591150	100591324	q11.2	2q	no	100591237	117
LINC01849	LINC01849	2	100603752	100611542	q11.2	2q	no	100607647	118
NANOGNBP1	NANOGNBP1	2	100660199	100660678	q11.2	2q	no	100660438.5	119
LINC01868	LINC01868	2	100669892	100676038	q11.2	2q	no	100672965	120
NPAS2	NPAS2	2	100820139	100996829	q11.2	2q	no	100908484	121
NPAS2-AS1	NPAS2-AS1	2	100970767	100977766	q11.2	2q	no	100974266.5	122
RPL31	RPL31	2	101002229	101024032	q11.2	2q	no	101013130.5	123
TBC1D8	TBC1D8	2	101007228	101252866	q11.2	2q	no	101130047	124
BBIP1P1	BBIP1P1	2	101068378	101068656	q11.2	2q	no	101068517	125
TBC1D8-AS1	TBC1D8-AS1	2	101151660	101155412	q11.2	2q	no	101153536	126
CNOT11	CNOT11	2	101252886	101270316	q11.2	2q	no	101261601	127
RNF149	RNF149	2	101271219	101308701	q11.2	2q	no	101289960	128
SNORD89	SNORD89	2	101272936	101273049	q11.2	2q	no	101272992.5	129
MIR5696	MIR5696	2	101309450	101309534	q11.2	2q	no	101309492	130
CREG2	CREG2	2	101345550	101387503	q11.2	2q	no	101366526.5	131
RFX8	RFX8	2	101397359	101475112	q11.2	2q	no	101436235.5	132
LINC01870	LINC01870	2	101479390	101486822	q11.2	2q	no	101483106	133
RPS6P3	RPS6P3	2	101509530	101510222	q11.2	2q	no	101509876	134
PRCPP1	PRCPP1	2	101520834	101521976	q11.2	2q	no	101521405	135
MAP4K4	MAP4K4	2	101696850	101894690	q11.2	2q	no	101795770	136
LINC01127	LINC01127	2	101962053	101987167	q11.2	2q	no	101974610	137
IL1R2	IL1R2	2	101991960	102028544	q11.2	2q	no	102010252	138
IL1R1	IL1R1	2	102064544	102179874	q11.2	2q	no	102122209	139
IL1R1-AS1	IL1R1-AS1	2	102172621	102182108	q12.1	2q	no	102177364.5	140
IL1RL2	IL1RL2	2	102187006	102240002	q12.1	2q	no	102213504	141
FAM183DP	FAM183DP	2	102249857	102250255	q12.1	2q	no	102250056	142
IL1RL1	IL1RL1	2	102311502	102352037	q12.1	2q	no	102331769.5	143
IL18R1	IL18R1	2	102311529	102398777	q12.1	2q	no	102355153	144
SDR42E1P5	SDR42E1P5	2	102411243	102412108	q12.1	2q	no	102411675.5	145
IL18RAP	IL18RAP	2	102418689	102452565	q12.1	2q	no	102435627	146
MIR4772	MIR4772	2	102432289	102432366	q12.1	2q	no	102432327.5	147
SLC9A4	SLC9A4	2	102473226	102533972	q12.1	2q	no	102503599	148
SLC9A2	SLC9A2	2	102619553	102711355	q12.1	2q	no	102665454	149
MFSD9	MFSD9	2	102714630	102736888	q12.1	2q	no	102725759	150
TMEM182	TMEM182	2	102736905	103019900	q12.1	2q	no	102878402.5	151
LINC01796	LINC01796	2	102873183	102895780	q12.1	2q	no	102884481.5	152
LINC01935	LINC01935	2	102967408	102984429	q12.1	2q	no	102975918.5	153
CRLF3P1	CRLF3P1	2	103494241	103495842	q12.1	2q	no	103495041.5	154
CAPZBP1	CAPZBP1	2	103623630	103623830	q12.1	2q	no	103623730	155
LINC01965	LINC01965	2	103874236	104101537	q12.1	2q	no	103987886.5	156
AHCYP3	AHCYP3	2	104395002	104396280	q12.1	2q	no	104395641	157
LINC01831	LINC01831	2	104412146	104414195	q12.1	2q	no	104413170.5	158
LINC01102	LINC01102	2	104430130	104532747	q12.1	2q	no	104481438.5	159
LINC01103	LINC01103	2	104488458	104510509	q12.1	2q	no	104499483.5	160
RPL23AP27	RPL23AP27	2	104678223	104678673	q12.1	2q	no	104678448	161
LINC01114	LINC01114	2	104746638	104757719	q12.1	2q	no	104752178.5	162
PANTR1	PANTR1	2	104764932	104853183	q12.1	2q	no	104809057.5	163
HMGB3P11	HMGB3P11	2	104771282	104771885	q12.1	2q	no	104771583.5	164
POU3F3	POU3F3	2	104853287	104858574	q12.1	2q	no	104855930.5	165
LINC01159	LINC01159	2	104865407	104872653	q12.1	2q	no	104869030	166
MRPS9-AS2	MRPS9-AS2	2	104936239	105038496	q12.1	2q	no	104987367.5	167
MRPS9	MRPS9	2	105038069	105099960	q12.1	2q	no	105069014.5	168
MRPS9-AS1	MRPS9-AS1	2	105092368	105103036	q12.1	2q	no	105097702	169
LINC01918	LINC01918	2	105144113	105145424	q12.1	2q	no	105144768.5	170
GPR45	GPR45	2	105241743	105243467	q12.1	2q	no	105242605	171
TGFBRAP1	TGFBRAP1	2	105264391	105329735	q12.2	2q	no	105297063	172
C2orf49-DT	C2orf49-DT	2	105334027	105337475	q12.2	2q	no	105335751	173
C2orf49	C2orf49	2	105337532	105349211	q12.2	2q	no	105343371.5	174
FHL2	FHL2	2	105357712	105438513	q12.2	2q	no	105398112.5	175
NCK2	NCK2	2	105744912	105894274	q12.2	2q	no	105819593	176
ECRG4	ECRG4	2	106063246	106078155	q12.2	2q	no	106070700.5	177
UXS1	UXS1	2	106093308	106194301	q12.2	2q	no	106143804.5	178
RPL22P10	RPL22P10	2	106247369	106247741	q12.2	2q	no	106247555	179
SRSF3P4	SRSF3P4	2	106253231	106253717	q12.2	2q	no	106253474	180
RPS21P2	RPS21P2	2	106288803	106289053	q12.2	2q	no	106288928	181
RPL27AP4	RPL27AP4	2	106304755	106305197	q12.2	2q	no	106304976	182
ILRUNP1	ILRUNP1	2	106344566	106345433	q12.2	2q	no	106344999.5	183
ANAPC1P6	ANAPC1P6	2	106369724	106378247	q12.2	2q	no	106373985.5	184
PLGLA	PLGLA	2	106382114	106393811	q12.2	2q	no	106387962.5	185
RGPD3	RGPD3	2	106391290	106468413	q12.2	2q	no	106429851.5	186
CD8B2	CD8B2	2	106487364	106544297	q12.2	2q	no	106515830.5	187
EEF1A1P12	EEF1A1P12	2	106697331	106698676	q12.2	2q	no	106698003.5	188
ST6GAL2	ST6GAL2	2	106801600	106887108	q12.3	2q	no	106844354	189
ST6GAL2-IT1	ST6GAL2-IT1	2	106822923	106825031	q12.3	2q	no	106823977	190
PPP1R2P5	PPP1R2P5	2	106940880	106941482	q12.3	2q	no	106941181	191
LINC01789	LINC01789	2	107254691	107365873	q12.3	2q	no	107310282	192
LINC01885	LINC01885	2	107382715	107748270	q12.3	2q	no	107565492.5	193
LINC01886	LINC01886	2	107529292	107556499	q12.3	2q	no	107542895.5	194
GACAT1	GACAT1	2	107754112	107822129	q12.3	2q	no	107788120.5	195
RGPD4-AS1	RGPD4-AS1	2	107823063	107826891	q12.3	2q	no	107824977	196
RGPD4	RGPD4	2	107826892	107892544	q12.3	2q	no	107859718	197
RPL22P8	RPL22P8	2	107914948	107915286	q12.3	2q	no	107915117	198
SRSF3P5	SRSF3P5	2	107920763	107921248	q12.3	2q	no	107921005.5	199
SLC5A7	SLC5A7	2	107986523	108013994	q12.3	2q	no	108000258.5	200
LINC01593	LINC01593	2	108049200	108052755	q12.3	2q	no	108050977.5	201
ACTP1	ACTP1	2	108099110	108099492	q12.3	2q	no	108099301	202
LINC01594	LINC01594	2	108167125	108217886	q12.3	2q	no	108192505.5	203
SETD6P1	SETD6P1	2	108226015	108226331	q12.3	2q	no	108226173	204
SULT1C3	SULT1C3	2	108239968	108265351	q12.3	2q	no	108252659.5	205
WASF1P1	WASF1P1	2	108276812	108277942	q12.3	2q	no	108277377	206
SULT1C2	SULT1C2	2	108288639	108309915	q12.3	2q	no	108299277	207
SULT1C2P2	SULT1C2P2	2	108317725	108318611	q12.3	2q	no	108318168	208
SULT1C2P1	SULT1C2P1	2	108322238	108353799	q12.3	2q	no	108338018.5	209
GMCL1P2	GMCL1P2	2	108367116	108367938	q12.3	2q	no	108367527	210
SULT1C4	SULT1C4	2	108377911	108388989	q12.3	2q	no	108383450	211
SMIM12P1	SMIM12P1	2	108423612	108423885	q12.3	2q	no	108423748.5	212
GCC2	GCC2	2	108449107	108509415	q12.3	2q	no	108479261	213
GCC2-AS1	GCC2-AS1	2	108507515	108534196	q12.3	2q	no	108520855.5	214
LIMS1	LIMS1	2	108534355	108687246	q12.3	2q	no	108610800.5	215
LIMS1-AS1	LIMS1-AS1	2	108676795	108678601	q12.3	2q	no	108677698	216
RPL10P5	RPL10P5	2	108712262	108712900	q13	2q	no	108712581	217
RANBP2	RANBP2	2	108719482	108785809	q13	2q	no	108752645.5	218
CCDC138	CCDC138	2	108786757	108885477	q13	2q	no	108836117	219
RPL39P16	RPL39P16	2	108878308	108878460	q13	2q	no	108878384	220
EDAR	EDAR	2	108894471	108989372	q13	2q	no	108941921.5	221
SH3RF3-AS1	SH3RF3-AS1	2	109127327	109128930	q13	2q	no	109128128.5	222
SH3RF3	SH3RF3	2	109129205	109504634	q13	2q	no	109316919.5	223
MIR4265	MIR4265	2	109141490	109141588	q13	2q	no	109141539	224
SNRPGP9	SNRPGP9	2	109251422	109251646	q13	2q	no	109251534	225
MIR4266	MIR4266	2	109313571	109313625	q13	2q	no	109313598	226
SEPTIN10	SEPTIN10	2	109542799	109614143	q13	2q	no	109578471	227
RPL37P12	RPL37P12	2	109552536	109552846	q13	2q	no	109552691	228
SOWAHC	SOWAHC	2	109614364	109618990	q13	2q	no	109616677	229
BMS1P19	BMS1P19	2	109667128	109668002	q13	2q	no	109667565	230
SRSF3P6	SRSF3P6	2	109732731	109733136	q13	2q	no	109732933.5	231
RPL22P11	RPL22P11	2	109737139	109737523	q13	2q	no	109737331	232
RGPD5	RGPD5	2	109792758	109857705	q13	2q	no	109825231.5	233
LIMS3	LIMS3	2	109898428	109925625	q13	2q	no	109912026.5	234
GPAA1P1	GPAA1P1	2	109984058	109984988	q13	2q	no	109984523	235
ZBTB45P1	ZBTB45P1	2	109986939	109988394	q13	2q	no	109987666.5	236
LINC01123	LINC01123	2	109987063	109996140	q13	2q	no	109991601.5	237
MIR4267	MIR4267	2	110069961	110070042	q13	2q	no	110070001.5	238
MALL	MALL	2	110083870	110116022	q13	2q	no	110099946	239
MIR4436B1	MIR4436B1	2	110086433	110086523	q13	2q	no	110086478	240
NPHP1	NPHP1	2	110122311	110205066	q13	2q	no	110163688.5	241
ACTR1AP1	ACTR1AP1	2	110184054	110185179	q13	2q	no	110184616.5	242
MTLN	MTLN	2	110211529	110245420	q13	2q	no	110228474.5	243
MALLP1	MALLP1	2	110279606	110285681	q13	2q	no	110282643.5	244
LINC01106	LINC01106	2	110375138	110384442	q13	2q	no	110379790	245
ZBTB45P2	ZBTB45P2	2	110383112	110384642	q13	2q	no	110383877	246
GPAA1P2	GPAA1P2	2	110386377	110388163	q13	2q	no	110387270	247
LIMS4	LIMS4	2	110445883	110473075	q13	2q	no	110459479	248
RGPD6	RGPD6	2	110513802	110577222	q13	2q	no	110545512	249
RPL22P12	RPL22P12	2	110633947	110634333	q13	2q	no	110634140	250
BUB1	BUB1	2	110637528	110678063	q13	2q	no	110657795.5	251
ACOXL	ACOXL	2	110732539	111120610	q13	2q	no	110926574.5	252
RPL5P9	RPL5P9	2	110967834	110968719	q13	2q	no	110968276.5	253
MIR4435-2HG	MIR4435-2HG	2	111006015	111523376	q13	2q	no	111264695.5	254
ACOXL-AS1	ACOXL-AS1	2	111098345	111116407	q13	2q	no	111107376	255
BCL2L11	BCL2L11	2	111119378	111168445	q13	2q	no	111143911.5	256
RPS14P4	RPS14P4	2	111295629	111296046	q13	2q	no	111295837.5	257
MIR4435-2	MIR4435-2	2	111321013	111321086	q13	2q	no	111321049.5	258
PAFAH1B1P2	PAFAH1B1P2	2	111383752	111384992	q13	2q	no	111384372	259
SOCAR	SOCAR	2	111491272	111570974	q13	2q	no	111531123	260
DBF4P2	DBF4P2	2	111558413	111559937	q13	2q	no	111559175	261
ANAPC1	ANAPC1	2	111611639	111884690	q13	2q	no	111748164.5	262
RPL34P8	RPL34P8	2	111675026	111675343	q13	2q	no	111675184.5	263
CENPNP2	CENPNP2	2	111742586	111744662	q13	2q	no	111743624	264
EEF1E1P1	EEF1E1P1	2	111887914	111888741	q13	2q	no	111888327.5	265
MERTK	MERTK	2	111898607	112029561	q13	2q	no	111964084	266
RN7SL297P	RN7SL297P	2	111930175	111930467	q13	2q	no	111930321	267
RTRAFP1	RTRAFP1	2	111940302	111941036	q13	2q	no	111940669	268
SLC30A6P1	SLC30A6P1	2	111952144	111952671	q13	2q	no	111952407.5	269
TMEM87B	TMEM87B	2	112055269	112119318	q13	2q	no	112087293.5	270
FBLN7	FBLN7	2	112138385	112188218	q13	2q	no	112163301.5	271
ZC3H8	ZC3H8	2	112211529	112255136	q14.1	2q	no	112233332.5	272
ZC3H6	ZC3H6	2	112275597	112340063	q14.1	2q	no	112307830	273
NDUFB4P6	NDUFB4P6	2	112286057	112286422	q14.1	2q	no	112286239.5	274
RGPD8	RGPD8	2	112368369	112434488	q14.1	2q	no	112401428.5	275
VINAC1P	VINAC1P	2	112439312	112469687	q14.1	2q	no	112454499.5	276
TTL	TTL	2	112482156	112541739	q14.1	2q	no	112511947.5	277
POLR1B	POLR1B	2	112541915	112579818	q14.1	2q	no	112560866.5	278
CHCHD5	CHCHD5	2	112584240	112589275	q14.1	2q	no	112586757.5	279
SLC20A1	SLC20A1	2	112645939	112663825	q14.1	2q	no	112654882	280
NT5DC4	NT5DC4	2	112721020	112742879	q14.1	2q	no	112731949.5	281
CKAP2L	CKAP2L	2	112736349	112764664	q14.1	2q	no	112750506.5	282
IL1A	IL1A	2	112773925	112784493	q14.1	2q	no	112779209	283
IL1B	IL1B	2	112829751	112836816	q14.1	2q	no	112833283.5	284
XIAPP3	XIAPP3	2	112853328	112854122	q14.1	2q	no	112853725	285
IL37	IL37	2	112911165	112918882	q14.1	2q	no	112915023.5	286
CDK8P2	CDK8P2	2	112932625	112933171	q14.1	2q	no	112932898	287
IL36G	IL36G	2	112973203	112985658	q14.1	2q	no	112979430.5	288
HMGN2P23	HMGN2P23	2	112981166	112981434	q14.1	2q	no	112981300	289
POLR2DP1	POLR2DP1	2	112995517	112995937	q14.1	2q	no	112995727	290
IL36A	IL36A	2	113005459	113008044	q14.1	2q	no	113006751.5	291
IL36B	IL36B	2	113022089	113052867	q14.1	2q	no	113037478	292
IL36RN	IL36RN	2	113058638	113065382	q14.1	2q	no	113062010	293
IL1F10	IL1F10	2	113067970	113075843	q14.1	2q	no	113071906.5	294
RNU6-1180P	RNU6-1180P	2	113086805	113086911	q14.1	2q	no	113086858	295
IL1RN	IL1RN	2	113107214	113134016	q14.1	2q	no	113120615	296
PSD4	PSD4	2	113157325	113209396	q14.1	2q	no	113183360.5	297
PAX8-AS1	PAX8-AS1	2	113211421	113276581	q14.1	2q	no	113244001	298
PAX8	PAX8	2	113215997	113278921	q14.1	2q	no	113247459	299
IGKV1OR2-108	IGKV1OR2-108	2	113406396	113406872	q14.1	2q	no	113406634	300
CBWD2	CBWD2	2	113437691	113496204	q14.1	2q	no	113466947.5	301
FOXD4L1	FOXD4L1	2	113498665	113501155	q14.1	2q	no	113499910	302
LINC01961	LINC01961	2	113512222	113515488	q14.1	2q	no	113513855	303
PGM5P4-AS1	PGM5P4-AS1	2	113526836	113542738	q14.1	2q	no	113534787	304
PGM5P4	PGM5P4	2	113541937	113563298	q14.1	2q	no	113552617.5	305
FAM138B	FAM138B	2	113577382	113578852	q14.1	2q	no	113578117	306
MIR1302-3	MIR1302-3	2	113582959	113583096	q14.1	2q	no	113583027.5	307
WASH2P	WASH2P	2	113583593	113599081	q14.1	2q	no	113591337	308
DDX11L2	DDX11L2	2	113599036	113601261	q14.1	2q	no	113600148.5	309
RPL23AP7	RPL23AP7	2	113610502	113627090	q14.1	2q	no	113618796	310
RABL2A	RABL2A	2	113627229	113643396	q14.1	2q	no	113635312.5	311
SNRPA1P1	SNRPA1P1	2	113657908	113658675	q14.1	2q	no	113658291.5	312
ACRP1	ACRP1	2	113667478	113668621	q14.1	2q	no	113668049.5	313
RNU6-744P	RNU6-744P	2	113681111	113681217	q14.1	2q	no	113681164	314
SLC35F5	SLC35F5	2	113705011	113756693	q14.1	2q	no	113730852	315
MIR4782	MIR4782	2	113721290	113721368	q14.1	2q	no	113721329	316
ACTR3	ACTR3	2	113890063	113962596	q14.1	2q	no	113926329.5	317
LINC01191	LINC01191	2	113970719	114007304	q14.1	2q	no	113989011.5	318
SEPHS1P7	SEPHS1P7	2	114260050	114261226	q14.1	2q	no	114260638	319
RNU2-41P	RNU2-41P	2	114420125	114420302	q14.1	2q	no	114420213.5	320
DPP10	DPP10	2	114442299	115845780	q14.1	2q	no	115144039.5	321
DPP10-AS3	DPP10-AS3	2	114828432	114833548	q14.1	2q	no	114830990	322
DPP10-AS2	DPP10-AS2	2	114833830	114835588	q14.1	2q	no	114834709	323
DPP10-AS1	DPP10-AS1	2	115126622	115161384	q14.1	2q	no	115144003	324
RPSAP23	RPSAP23	2	115468056	115468938	q14.1	2q	no	115468497	325
MTCYBP39	MTCYBP39	2	116751158	116751648	q14.1	2q	no	116751403	326
MTND1P28	MTND1P28	2	117023918	117024867	q14.1	2q	no	117024392.5	327
MTND2P21	MTND2P21	2	117025077	117026118	q14.1	2q	no	117025597.5	328
MTCO1P43	MTCO1P43	2	117026537	117027024	q14.1	2q	no	117026780.5	329
RNU7-190P	RNU7-190P	2	117139715	117139775	q14.1	2q	no	117139745	330
DDX18	DDX18	2	117814691	117832377	q14.1	2q	no	117823534	331
HTR5BP	HTR5BP	2	117859427	117934942	q14.1	2q	no	117897184.5	332
CCDC93	CCDC93	2	117915478	118014133	q14.1	2q	no	117964805.5	333
RN7SL111P	RN7SL111P	2	118016385	118016669	q14.1	2q	no	118016527	334
INSIG2	INSIG2	2	118088452	118110997	q14.1	2q	no	118099724.5	335
THORLNC	THORLNC	2	118132128	118222250	q14.2	2q	no	118177189	336
LINC01956	LINC01956	2	118766965	118835110	q14.2	2q	no	118801037.5	337
EN1	EN1	2	118842171	118847648	q14.2	2q	no	118844909.5	338
MARCO	MARCO	2	118942194	118994660	q14.2	2q	no	118968427	339
C1QL2	C1QL2	2	119156243	119158751	q14.2	2q	no	119157497	340
RN7SL468P	RN7SL468P	2	119169822	119170115	q14.2	2q	no	119169968.5	341
STEAP3	STEAP3	2	119223831	119265652	q14.2	2q	no	119244741.5	342
STEAP3-AS1	STEAP3-AS1	2	119244422	119270714	q14.2	2q	no	119257568	343
C2orf76	C2orf76	2	119302225	119366834	q14.2	2q	no	119334529.5	344
DBI	DBI	2	119366924	119372550	q14.2	2q	no	119369737	345
TMEM37	TMEM37	2	119429901	119438504	q14.2	2q	no	119434202.5	346
SCTR	SCTR	2	119439843	119525301	q14.2	2q	no	119482572	347
SCTR-AS1	SCTR-AS1	2	119476428	119487346	q14.2	2q	no	119481887	348
CFAP221	CFAP221	2	119544432	119662251	q14.2	2q	no	119603341.5	349
TMEM177	TMEM177	2	119679167	119686507	q14.2	2q	no	119682837	350
RPL17P15	RPL17P15	2	119698623	119700151	q14.2	2q	no	119699387	351
PTPN4	PTPN4	2	119759922	119984899	q14.2	2q	no	119872410.5	352
RPL27P7	RPL27P7	2	119993199	119993611	q14.2	2q	no	119993405	353
EPB41L5	EPB41L5	2	120013077	120179119	q14.2	2q	no	120096098	354
MTATP6P26	MTATP6P26	2	120211054	120211715	q14.2	2q	no	120211384.5	355
MTCO3P43	MTCO3P43	2	120211727	120212862	q14.2	2q	no	120212294.5	356
MTND3P10	MTND3P10	2	120212935	120213275	q14.2	2q	no	120213105	357
MTND4LP14	MTND4LP14	2	120213344	120213631	q14.2	2q	no	120213487.5	358
MTND4P26	MTND4P26	2	120213631	120214989	q14.2	2q	no	120214310	359
MTND5P28	MTND5P28	2	120215181	120217279	q14.2	2q	no	120216230	360
TMEM185B	TMEM185B	2	120217479	120223400	q14.2	2q	no	120220439.5	361
RALB	RALB	2	120240064	120294710	q14.2	2q	no	120267387	362
INHBB	INHBB	2	120346136	120351803	q14.2	2q	no	120348969.5	363
LINC01101	LINC01101	2	120464335	120466218	q14.2	2q	no	120465276.5	364
